followers_count,following_count,followers_following_ratio,account_age_days,bio_length,has_profile_pic,posts_per_day,avg_likes,avg_comments,hashtags_per_post,has_url_in_bio,posting_regularity,content_repetition_score,engagement_consistency,is_fake
52113,79634,0.6544064093226512,396,70,1,5.64,215.0,0,12.5,1,0.6,0.33,0.33,1
57,307,0.18566775244299674,793,83,1,0.91,4.0,0,4.9,0,0.55,0.23,0.52,0
99,20,4.95,3784,148,1,0.11,12.0,0,5.7,0,0.41,0.1,0.54,0
1686,112,15.053571428571429,28,156,1,2.66,93.0,2,2.8,1,0.61,0.44,0.26,1
264,1238,0.21324717285945072,121,108,1,24.38,0.0,0,24.3,0,0.92,0.71,0.11,1
50,2313,0.021616947686986597,74,13,0,33.01,1.0,0,16.8,1,0.87,0.86,0.18,1
3916,214,18.299065420560748,56,102,1,1.39,81.0,0,3.5,1,0.48,0.68,0.48,1
2050,404,5.074257425742574,22,84,1,3.27,5.0,0,2.1,1,0.36,0.49,0.36,1
515,1360,0.3786764705882353,3460,87,1,0.1,7.0,0,3.5,0,0.39,0.16,0.67,0
60,1672,0.03588516746411483,31,18,0,44.23,2.0,0,16.8,1,0.99,0.95,0.01,1
16231,32692,0.4964823198335984,489,50,1,7.95,57.0,2,17.0,1,0.66,0.5,0.19,1
654,141,4.638297872340425,2612,60,1,0.13,15.0,1,4.1,0,0.33,0.02,0.82,0
766,170,4.5058823529411764,80,107,1,3.36,88.0,4,5.2,1,0.49,0.44,0.5,1
16,425,0.03764705882352941,796,75,1,0.67,4.8,0,0.5,0,0.54,0.17,0.78,0
71151,76504,0.9300298023632751,462,79,1,7.22,577.0,14,20.4,0,0.8,0.44,0.38,1
551,135,4.0814814814814815,1743,97,1,0.25,26.0,2,3.5,1,0.61,0.16,0.51,0
171,780,0.21923076923076923,679,98,1,1.45,2.0,0,6.4,0,0.81,0.09,0.58,0
3459,805,4.296894409937888,3194,75,1,0.07,26.0,1,3.3,0,0.63,0.18,0.51,0
23,40,0.575,2430,54,1,0.85,3.0,0,1.4,1,0.93,0.1,0.77,0
1,1414,0.0007072135785007072,21,18,0,27.87,1.0,0,24.7,1,0.96,0.6,0.17,1
112,2501,0.044782087165133946,99,113,1,10.53,1.0,0,29.8,1,0.9,0.74,0.13,1
9,36,0.25,1044,41,1,0.37,2.6999999999999997,0,3.7,0,0.39,0.18,0.9,0
16,7372,0.002170374389582203,14,0,0,13.57,0.0,0,19.9,1,0.89,0.99,0.12,1
2717,230,11.81304347826087,3576,21,1,0.33,4.0,0,6.4,0,0.57,0.06,0.55,0
55,232,0.23706896551724138,924,127,1,0.69,12.0,0,0.3,1,0.84,0.03,0.52,0
23,448,0.05133928571428571,1530,68,1,0.06,6.8999999999999995,0,5.8,0,0.66,0.18,0.64,0
2058,38,54.1578947368421,1488,44,1,2.23,25.0,3,7.1,0,0.83,0.02,0.65,0
18,337,0.05341246290801187,3778,118,1,0.08,5.3999999999999995,0,0.1,0,0.43,0.16,0.94,0
2713,250,10.852,46,138,1,1.07,92.0,2,7.7,1,0.65,0.78,0.27,1
325,1195,0.2719665271966527,18,129,0,16.12,4.0,0,20.1,1,0.91,0.57,0.22,1
1267,355,3.5690140845070424,6,97,1,1.32,39.0,0,5.0,1,0.45,0.57,0.39,1
94,7111,0.013218956546196035,26,0,1,19.25,1.0,0,18.6,1,0.97,0.9,0.02,1
53603,90218,0.5941497262187146,310,65,1,9.11,493.0,23,13.7,1,0.84,0.4,0.13,1
129,255,0.5058823529411764,2757,102,1,0.66,21.0,2,6.0,1,0.37,0.02,0.67,0
541,2224,0.24325539568345322,1021,55,1,0.51,59.0,6,7.4,1,0.56,0.02,0.84,0
700,194,3.6082474226804124,1704,114,1,0.27,9.0,0,5.4,0,0.41,0.08,0.9,0
2752,452,6.088495575221239,26,93,1,4.52,51.0,1,6.7,1,0.53,0.66,0.38,1
69,255,0.27058823529411763,2120,82,1,0.07,1.0,0,4.7,0,0.32,0.21,0.86,0
4698,173,27.15606936416185,1052,46,1,0.06,28.0,0,2.1,0,0.86,0.18,0.83,0
7,4816,0.0014534883720930232,1,0,0,21.97,1.0,0,26.5,0,0.89,0.71,0.11,1
276,282,0.9787234042553191,3701,117,1,0.07,17.0,2,1.3,1,0.41,0.08,0.63,0
3111,1102,2.823049001814882,227,85,1,2.16,11.0,1,0.2,1,0.77,0.14,0.56,0
229,3032,0.07552770448548812,118,103,0,24.65,4.0,0,25.5,0,0.71,0.7,0.16,1
4958,435,11.397701149425288,23,101,1,1.36,20.0,0,2.4,0,0.56,0.61,0.48,1
62,3550,0.017464788732394366,31,0,0,19.9,1.0,0,18.9,0,1.0,0.89,0.12,1
8,251,0.03187250996015936,275,100,0,0.31,2.0,0,3.2,1,0.63,0.11,0.91,0
9,73,0.1232876712328767,2230,117,1,0.01,2.6999999999999997,0,1.0,1,0.53,0.09,0.53,0
14,243,0.05761316872427984,1536,18,1,1.62,4.2,0,5.3,0,0.48,0.07,0.74,0
705,27,26.11111111111111,3513,64,1,0.09,8.0,0,4.3,0,0.56,0.06,0.58,0
767,16,47.9375,2501,73,1,0.68,62.0,8,0.1,1,0.51,0.19,0.65,0
14,953,0.014690451206715634,2207,66,1,0.49,4.2,0,0.4,1,0.82,0.23,0.57,0
359,70,5.128571428571429,3254,35,1,1.7,7.0,0,4.0,1,0.57,0.1,0.66,0
62,305,0.20327868852459016,1680,111,1,0.3,6.0,0,4.5,0,0.65,0.05,0.69,0
173,4673,0.037021185533918255,80,108,1,21.14,1.0,0,20.9,1,0.83,0.53,0.15,1
829,25,33.16,1477,22,1,2.0,1.0,0,3.8,0,0.72,0.02,0.54,0
287,12,23.916666666666668,433,59,1,0.91,5.0,0,7.5,1,0.54,0.08,0.61,0
822,68,12.088235294117647,927,103,1,0.57,33.0,4,3.0,1,0.8,0.14,0.87,0
37713,36,1047.5833333333333,3682,73,1,0.71,97.0,8,1.5,0,0.46,0.23,0.65,0
24,17,1.411764705882353,2196,90,1,0.47,7.199999999999999,0,4.9,1,0.57,0.18,0.94,0
142,1123,0.12644701691896706,1944,59,1,0.01,42.6,1,3.9,0,0.48,0.13,0.66,0
258,689,0.37445573294629897,3010,43,1,0.28,77.39999999999999,7,6.0,0,0.5,0.11,0.87,0
402,247,1.6275303643724697,1640,108,1,0.37,19.0,2,3.4,0,0.64,0.19,0.54,0
31,43,0.7209302325581395,1895,121,0,0.36,2.0,0,7.2,1,0.92,0.17,0.92,0
1962,15,130.8,2261,85,1,1.03,32.0,1,2.2,0,0.31,0.24,0.74,0
29661,67009,0.44264203315972483,153,31,1,12.78,258.0,4,23.2,1,0.61,0.6,0.35,1
68,156,0.4358974358974359,3160,44,1,0.47,20.4,0,7.3,0,0.87,0.21,0.54,0
8,690,0.011594202898550725,14,10,0,21.97,0.0,0,24.8,0,1.0,0.96,0.05,1
3,5629,0.0005329543435779002,46,14,1,40.22,2.0,0,20.8,0,0.98,0.77,0.19,1
266,33,8.06060606060606,2330,89,1,0.46,55.0,4,7.6,1,0.59,0.16,0.69,0
58,2716,0.021354933726067747,127,122,1,9.8,3.0,0,27.2,0,0.98,0.69,0.22,1
4,149,0.026845637583892617,1028,23,1,0.61,1.2,0,5.9,1,0.7,0.11,0.68,0
29,5501,0.00527176876931467,7,18,0,32.05,0.0,0,17.0,1,0.89,0.77,0.11,1
4220,393,10.73791348600509,40,147,1,1.99,7.0,0,5.5,0,0.67,0.63,0.27,1
2889,32,90.28125,3699,57,1,0.94,1.0,0,5.1,0,0.66,0.02,0.83,0
437,18,24.27777777777778,2061,33,0,0.57,3.0,0,7.6,0,0.92,0.03,0.88,0
1253,72,17.40277777777778,1472,106,1,1.19,81.0,2,5.8,0,0.92,0.2,0.74,0
122,289,0.42214532871972316,841,85,1,0.03,2.0,0,6.7,0,0.53,0.22,0.53,0
419,143,2.93006993006993,802,67,1,1.0,125.69999999999999,2,1.4,0,0.91,0.09,0.78,0
429,2030,0.21133004926108373,63,104,1,14.15,3.0,0,24.6,1,0.95,0.54,0.18,1
3891,118,32.97457627118644,66,143,1,1.58,48.0,0,8.9,1,0.38,0.58,0.38,1
8865,126,70.35714285714286,349,72,1,1.0,1.0,0,1.3,0,0.49,0.18,0.85,0
1415,680,2.0808823529411766,405,88,1,2.94,83.0,11,6.8,1,0.88,0.02,0.88,0
511,275,1.8581818181818182,2544,102,1,0.45,48.0,7,6.2,0,0.91,0.23,0.87,0
382,353,1.0821529745042493,3542,73,1,0.8,49.0,6,0.6,0,0.37,0.01,0.81,0
27,80,0.3375,2136,44,1,0.14,1.0,0,4.7,0,0.54,0.25,0.76,0
517,6,86.16666666666667,752,60,1,1.01,64.0,8,6.7,0,0.55,0.13,0.85,0
35,6846,0.005112474437627812,22,8,0,17.14,2.0,0,24.8,0,0.9,0.72,0.08,1
317,48,6.604166666666667,931,80,1,0.04,6.0,0,5.3,0,0.95,0.1,0.61,0
15054,33,456.1818181818182,818,84,1,0.58,25.0,1,1.4,1,0.42,0.19,0.66,0
2144,53,40.45283018867924,3250,76,1,0.44,4.0,0,4.8,1,0.57,0.01,0.57,0
10,33,0.30303030303030304,2156,73,1,1.89,3.0,0,4.5,1,0.7,0.14,0.68,0
448,3657,0.12250478534317746,64,102,0,11.39,2.0,0,24.5,0,0.92,0.87,0.1,1
133,137,0.9708029197080292,3096,85,1,0.03,8.0,0,4.9,1,0.9,0.02,0.92,0
32,4987,0.006416683376779627,89,11,0,42.53,2.0,0,21.8,0,0.99,0.8,0.16,1
418,1861,0.2246104245029554,113,131,1,5.13,7.0,0,24.0,1,0.79,0.58,0.26,1
606,25,24.24,1545,84,1,0.1,28.0,1,2.6,0,0.63,0.0,0.67,0
121,4815,0.025129802699896158,40,145,1,19.34,0.0,0,22.1,1,0.83,0.77,0.24,1
123,997,0.12337011033099297,2616,79,1,1.89,27.0,3,7.9,0,0.52,0.06,0.52,0
84,4276,0.019644527595884004,66,0,0,39.73,2.0,0,16.4,0,0.96,0.69,0.06,1
1383,82,16.865853658536587,1539,101,1,1.49,64.0,1,7.4,0,0.91,0.2,0.9,0
65,3959,0.016418287446324828,89,0,0,16.24,0.0,0,23.9,1,0.96,0.71,0.19,1
3,106,0.02830188679245283,1973,67,1,0.11,0.8999999999999999,0,6.2,0,0.45,0.04,0.65,0
62,65,0.9538461538461539,2016,59,1,0.19,0.0,0,6.3,0,0.51,0.17,0.84,0
289,1630,0.17730061349693252,114,102,1,9.28,6.0,0,25.7,0,0.93,0.69,0.17,1
628,294,2.1360544217687076,88,159,1,3.72,20.0,0,2.9,1,0.67,0.75,0.29,1
59,2897,0.02036589575422851,59,0,1,13.12,0.0,0,20.8,1,0.92,0.61,0.18,1
188,69,2.7246376811594204,2331,43,1,0.21,56.4,8,4.0,0,0.62,0.05,0.73,0
49,77,0.6363636363636364,2430,55,0,0.08,14.0,1,0.0,0,0.31,0.19,0.66,0
23348,90040,0.2593069746779209,304,94,1,10.82,198.0,5,12.5,0,0.85,0.4,0.15,1
27,2139,0.012622720897615708,62,0,0,21.53,0.0,0,20.4,0,0.94,0.91,0.01,1
5044,87277,0.05779300388418484,382,68,1,11.85,21.0,0,12.4,0,0.6,0.52,0.19,1
364,42,8.666666666666666,2865,21,1,0.81,13.0,1,4.4,1,0.33,0.04,0.79,0
1572,157,10.012738853503185,539,50,1,0.63,71.0,3,6.6,1,0.36,0.13,0.77,0
419,1342,0.312220566318927,53,130,0,7.19,2.0,0,25.4,0,0.79,0.9,0.16,1
121,3339,0.03623839472896077,159,154,1,11.14,1.0,0,28.0,0,0.86,0.77,0.09,1
250,73,3.4246575342465753,2569,159,1,0.13,5.0,0,7.7,0,0.74,0.21,0.67,0
113,24,4.708333333333333,268,119,1,1.75,2.0,0,0.8,0,0.49,0.02,0.5,0
296,3894,0.07601438109912687,1280,79,1,1.06,8.0,0,4.7,0,0.41,0.12,0.54,0
44,973,0.045220966084275435,1420,73,1,0.27,11.0,0,6.4,0,0.75,0.23,0.74,0
4,891,0.004489337822671156,32,0,0,40.31,2.0,0,25.4,0,0.92,0.71,0.09,1
200,31,6.451612903225806,2483,77,1,0.19,47.0,0,6.2,0,0.95,0.1,0.51,0
180,220,0.8181818181818182,3401,63,1,0.59,1.0,0,1.7,0,0.38,0.02,0.67,0
199,2250,0.08844444444444445,1062,29,0,1.54,1.0,0,7.3,1,0.73,0.24,0.68,0
22,33,0.6666666666666666,1089,77,1,1.14,6.6,0,3.9,0,0.69,0.25,0.85,0
214,1254,0.17065390749601275,155,134,0,15.8,4.0,0,29.7,1,0.74,0.6,0.17,1
54,23,2.347826086956522,991,70,1,0.06,3.0,0,7.9,0,0.84,0.07,0.51,0
36,1787,0.020145495243424735,1503,94,1,0.09,10.799999999999999,0,0.8,0,0.33,0.08,0.84,0
4745,414,11.46135265700483,61,97,1,2.74,48.0,1,9.6,0,0.6,0.52,0.39,1
1,77,0.012987012987012988,3811,47,1,0.22,0.3,0,2.3,0,0.74,0.19,0.82,0
96,135,0.7111111111111111,1525,58,1,0.96,28.799999999999997,3,5.7,0,0.93,0.09,0.9,0
26,17,1.5294117647058822,2671,90,1,0.1,2.0,0,0.6,1,0.7,0.14,0.54,0
372,18,20.666666666666668,3692,22,1,1.42,13.0,1,2.8,1,0.69,0.19,0.7,0
11,5270,0.0020872865275142313,90,0,0,17.77,2.0,0,17.8,0,0.89,0.99,0.14,1
91617,92699,0.9883278136765229,175,99,1,6.21,106.0,0,24.4,1,0.68,0.53,0.39,1
172,274,0.6277372262773723,945,122,1,0.59,33.0,0,3.0,0,0.68,0.13,0.62,0
503,12,41.916666666666664,1938,89,1,0.64,3.0,0,3.8,0,0.56,0.16,0.85,0
28,2835,0.009876543209876543,115,12,0,21.16,2.0,0,18.8,0,0.9,0.84,0.14,1
3108,42,74.0,2273,115,1,0.4,6.0,0,7.2,1,0.86,0.09,0.79,0
1289,161,8.006211180124224,2026,75,1,0.34,0.0,0,4.5,1,0.44,0.04,0.66,0
77,667,0.11544227886056972,2605,79,1,0.15,23.099999999999998,0,5.7,1,0.46,0.07,0.75,0
40,193,0.20725388601036268,353,99,1,0.2,4.0,0,1.1,0,0.82,0.24,0.57,0
48,111,0.43243243243243246,3579,103,1,0.62,2.0,0,7.8,1,0.92,0.04,0.68,0
36,62,0.5806451612903226,3759,24,1,0.47,10.799999999999999,1,4.1,0,0.62,0.25,0.88,0
3,22,0.13636363636363635,2893,111,1,1.02,0.8999999999999999,0,6.8,0,0.44,0.04,0.64,0
19,70,0.2714285714285714,2071,104,1,0.59,1.0,0,1.5,0,0.8,0.23,0.9,0
58466,21603,2.7063833726797206,113,78,1,7.08,584.0,26,23.4,1,0.8,0.56,0.15,1
25,739,0.03382949932341001,382,57,1,0.69,2.0,0,2.8,0,0.66,0.1,0.69,0
475,340,1.3970588235294117,2964,54,1,0.78,7.0,0,0.5,1,0.51,0.18,0.79,0
2723,1511,1.802117802779616,3286,88,1,2.74,16.0,2,0.9,0,0.62,0.1,0.78,0
7,336,0.020833333333333332,2905,109,0,0.29,0.0,0,2.6,0,0.6,0.2,0.53,0
1108,8966,0.12357796118670533,1194,77,1,0.45,36.0,1,4.0,0,0.52,0.02,0.92,0
28,79,0.35443037974683544,248,53,1,0.15,6.0,0,5.7,0,0.61,0.05,0.62,0
298,8,37.25,328,42,1,1.75,69.0,4,7.2,0,0.84,0.21,0.61,0
624,125,4.992,318,58,1,0.45,4.0,0,1.9,0,0.87,0.23,0.93,0
743,24,30.958333333333332,3381,67,1,0.21,32.0,3,7.1,1,0.94,0.21,0.84,0
296,2278,0.1299385425812116,167,144,0,8.47,3.0,0,25.4,0,0.74,0.65,0.07,1
31,216,0.14351851851851852,1335,158,1,0.21,9.299999999999999,0,3.9,1,0.75,0.14,0.83,0
452,2299,0.1966072205306655,193,110,0,25.03,3.0,0,22.1,0,0.81,0.59,0.19,1
496,4726,0.10495133305120609,76,119,1,8.89,4.0,0,23.4,0,0.92,0.59,0.23,1
17,130,0.13076923076923078,2265,80,1,2.16,5.1,0,5.5,0,0.51,0.07,0.92,0
468,303,1.5445544554455446,2509,107,1,2.98,4.0,0,8.0,0,0.43,0.13,0.82,0
259,3051,0.08489019993444773,157,113,1,17.63,1.0,0,27.0,1,0.72,0.73,0.1,1
105,47,2.234042553191489,1702,71,0,4.55,31.5,3,5.3,0,0.34,0.14,0.66,0
209,16,13.0625,3913,100,1,0.34,40.0,1,1.8,1,0.74,0.2,0.62,0
87333,20706,4.217762967255868,418,77,1,4.99,773.0,0,24.0,0,0.69,0.36,0.39,1
2935,61,48.114754098360656,1805,104,1,0.32,2.0,0,1.5,0,0.4,0.14,0.8,0
213,1646,0.12940461725394897,74,148,1,16.46,1.0,0,21.8,1,0.71,0.51,0.17,1
2912,285,10.217543859649123,65,158,1,1.69,17.0,0,4.4,1,0.66,0.56,0.44,1
75,6863,0.01092816552528049,78,13,0,35.63,2.0,0,15.9,0,0.85,0.99,0.09,1
1845,28,65.89285714285714,1854,55,1,0.62,116.0,7,2.8,1,0.69,0.15,0.86,0
1201,175,6.862857142857143,2856,84,1,0.22,8.0,0,2.5,1,0.41,0.07,0.51,0
72,7058,0.010201190138849533,85,0,0,22.39,2.0,0,27.4,1,0.92,0.9,0.11,1
1256,353,3.558073654390935,1939,92,1,0.73,234.0,24,1.6,1,0.59,0.11,0.85,0
39,107,0.3644859813084112,1329,33,1,1.92,11.7,0,2.7,0,0.51,0.02,0.58,0
47,7032,0.006683731513083049,104,14,0,42.94,2.0,0,28.5,1,0.9,0.81,0.13,1
10759,116,92.75,3129,71,1,0.24,51.0,5,0.8,1,0.36,0.08,0.51,0
80,5986,0.013364517206815904,80,0,0,37.31,2.0,0,27.1,1,0.9,0.68,0.07,1
58,5,11.6,1817,76,1,0.06,17.4,0,4.4,0,0.35,0.01,0.57,0
39773,28908,1.3758475162584751,361,51,1,14.12,81.0,0,10.4,0,0.68,0.54,0.35,1
3,103,0.02912621359223301,1537,157,1,0.2,0.8999999999999999,0,6.2,0,0.61,0.25,0.68,0
1890,433,4.364896073903003,2869,51,1,0.24,134.0,5,5.5,1,0.91,0.21,0.89,0
65,5475,0.011872146118721462,107,16,0,48.85,1.0,0,21.9,1,0.89,0.95,0.07,1
285,360,0.7916666666666666,2214,87,1,0.33,3.0,0,5.5,1,0.55,0.22,0.59,0
274,6,45.666666666666664,2599,61,1,3.33,6.0,0,1.4,1,0.31,0.23,0.55,0
7,52,0.1346153846153846,3939,140,1,0.31,2.1,0,5.6,0,0.64,0.15,0.85,0
471,3894,0.12095531587057011,37,126,1,29.67,4.0,0,20.7,1,0.82,0.63,0.2,1
73871,99422,0.7430045663937559,320,80,1,6.58,430.0,18,23.7,1,0.9,0.42,0.21,1
25,2,12.5,3178,59,1,0.46,7.5,0,6.7,1,0.89,0.12,0.79,0
268,37,7.243243243243243,1586,108,1,0.15,25.0,2,5.9,0,0.81,0.06,0.59,0
3376,71,47.54929577464789,3473,70,1,0.27,78.0,2,5.4,0,0.82,0.15,0.57,0
470,4107,0.11443876308741173,22,138,1,13.46,8.0,0,27.9,0,0.89,0.8,0.1,1
90,6811,0.013213918660989575,73,11,0,26.33,2.0,0,26.3,1,0.97,0.81,0.16,1
20,59,0.3389830508474576,469,43,1,1.82,6.0,0,1.1,1,0.38,0.12,0.8,0
54085,48772,1.10893545476913,84,97,1,13.05,440.0,20,14.6,1,0.7,0.53,0.35,1
256,2324,0.11015490533562823,59,137,1,10.05,7.0,0,27.2,1,0.96,0.72,0.12,1
40708,70310,0.5789788081354004,286,40,1,8.99,317.0,5,14.5,1,0.83,0.38,0.14,1
93,4153,0.02239345051769805,89,0,0,23.2,2.0,0,22.1,1,0.96,0.84,0.02,1
47,64,0.734375,3309,69,1,1.36,2.0,0,4.2,0,0.85,0.14,0.76,0
236,2154,0.1095636025998143,819,78,1,0.54,16.0,2,7.1,1,0.88,0.07,0.52,0
33,344,0.09593023255813954,3009,97,1,0.92,9.9,0,5.9,0,0.69,0.1,0.57,0
3630,299,12.14046822742475,1269,58,1,1.13,305.0,17,2.5,0,0.34,0.12,0.91,0
2966,498,5.955823293172691,13,107,1,4.1,18.0,0,9.8,0,0.44,0.54,0.26,1
26,40,0.65,1995,62,1,0.63,7.8,0,6.3,1,0.8,0.06,0.63,0
36,1752,0.02054794520547945,43,7,0,11.18,1.0,0,23.7,1,0.9,0.86,0.01,1
266,246,1.08130081300813,2599,86,1,0.07,3.0,0,3.2,0,0.36,0.11,0.58,0
1946,46,42.30434782608695,752,102,1,0.82,3.0,0,4.3,1,0.52,0.05,0.91,0
276,16,17.25,2447,78,1,0.15,17.0,1,4.9,0,0.36,0.22,0.68,0
21,1035,0.020289855072463767,3068,12,0,0.23,2.0,0,4.7,0,0.55,0.02,0.65,0
85,1051,0.08087535680304472,473,92,1,0.9,25.5,2,5.2,0,0.7,0.16,0.78,0
11,802,0.01371571072319202,2540,23,1,0.42,3.3,0,3.4,1,0.79,0.13,0.53,0
124,57,2.175438596491228,3420,57,1,0.26,0.0,0,4.9,0,0.69,0.14,0.86,0
119,4738,0.025116082735331363,131,156,1,6.6,0.0,0,29.0,1,0.71,0.75,0.12,1
76,5756,0.01320361362056984,93,0,0,30.65,1.0,0,15.3,1,0.98,0.66,0.12,1
120,229,0.5240174672489083,1517,119,1,0.35,8.0,0,7.2,1,0.81,0.11,0.67,0
57144,95656,0.5973906498285523,411,78,1,14.11,139.0,5,15.6,1,0.9,0.34,0.38,1
388,86,4.511627906976744,1752,82,1,0.49,1.0,0,3.3,0,0.92,0.12,0.61,0
80,245,0.32653061224489793,2389,111,1,0.17,3.0,0,1.5,0,0.93,0.13,0.58,0
512,359,1.426183844011142,1111,155,1,0.16,94.0,4,2.2,1,0.9,0.17,0.81,0
21,771,0.027237354085603113,3480,78,1,0.75,6.0,0,3.4,0,0.75,0.19,0.83,0
63,167,0.3772455089820359,2930,39,1,0.63,11.0,0,5.2,0,0.39,0.09,0.76,0
89,3352,0.026551312649164677,157,159,1,8.88,3.0,0,20.2,0,0.82,0.87,0.1,1
46,510,0.09019607843137255,66,11,0,38.81,0.0,0,20.3,1,0.99,0.89,0.12,1
14,785,0.017834394904458598,3787,112,1,1.9,1.0,0,2.9,0,0.51,0.16,0.92,0
576,97,5.938144329896907,1693,76,1,0.25,172.79999999999998,13,3.8,0,0.91,0.08,0.52,0
18,6228,0.002890173410404624,43,0,0,37.33,0.0,0,21.7,0,0.86,0.79,0.04,1
3,2542,0.0011801730920535012,5,0,0,39.8,1.0,0,24.0,1,0.87,0.73,0.14,1
7689,63843,0.12043606973356515,210,71,1,12.47,65.0,1,25.0,0,0.82,0.39,0.18,1
172,19,9.052631578947368,2548,32,1,0.06,4.0,0,0.3,1,0.53,0.05,0.62,0
31,774,0.040051679586563305,210,79,1,0.02,8.0,0,2.4,0,0.5,0.04,0.68,0
7781,52066,0.14944493527445935,357,46,1,9.95,26.0,0,13.2,1,0.89,0.43,0.34,1
13,1661,0.007826610475617099,876,61,1,0.95,2.0,0,3.5,0,0.55,0.05,0.78,0
414,4631,0.08939753832865471,106,114,0,19.09,7.0,0,25.1,0,0.94,0.86,0.24,1
68,82,0.8292682926829268,409,48,1,1.06,20.4,0,5.5,1,0.57,0.16,0.89,0
89,1291,0.06893880712625872,3,0,1,31.52,1.0,0,21.7,1,0.88,0.65,0.1,1
4019,448,8.970982142857142,2808,93,1,0.29,2.0,0,3.3,1,0.41,0.1,0.84,0
890,1580,0.5632911392405063,2882,54,0,0.45,9.0,0,4.3,1,0.92,0.2,0.57,0
159,366,0.4344262295081967,2336,73,1,0.6,4.0,0,5.7,0,0.6,0.06,0.65,0
72,606,0.1188118811881188,3031,130,1,3.86,3.0,0,3.3,1,0.43,0.17,0.91,0
309,4635,0.06666666666666667,169,129,1,12.52,1.0,0,26.5,0,0.9,0.76,0.12,1
236,516,0.4573643410852713,1640,76,1,0.47,35.0,3,3.8,1,0.87,0.11,0.77,0
43,126,0.3412698412698413,1139,51,1,1.97,12.9,0,6.5,1,0.38,0.03,0.95,0
1431,329,4.349544072948328,69,69,1,3.67,21.0,0,4.6,1,0.59,0.58,0.48,1
301,2630,0.11444866920152091,77,159,1,15.25,1.0,0,27.3,0,0.76,0.85,0.14,1
143,245,0.5836734693877551,6,112,1,2.65,64.0,1,8.1,0,0.61,0.69,0.23,1
769,80,9.6125,71,100,1,2.86,93.0,1,6.7,1,0.56,0.41,0.4,1
472,1699,0.27781047675103004,114,148,1,13.78,7.0,0,27.7,0,0.94,0.88,0.09,1
367,920,0.39891304347826084,2048,74,1,1.22,0.0,0,5.7,0,0.66,0.05,0.74,0
58,7257,0.007992283312663636,46,16,0,11.88,0.0,0,15.7,0,0.88,0.94,0.15,1
489,3570,0.1369747899159664,105,105,0,21.06,1.0,0,22.5,1,0.86,0.52,0.23,1
211,1904,0.11081932773109243,124,123,1,5.56,2.0,0,25.1,0,0.8,0.51,0.11,1
32,10,3.2,2785,103,1,1.55,3.0,0,1.6,0,0.51,0.1,0.86,0
83,4449,0.018655877725331536,45,0,1,21.47,2.0,0,18.1,1,0.94,0.78,0.04,1
0,299,0.0,743,58,1,0.2,0.0,0,5.9,0,0.91,0.16,0.69,0
10,49,0.20408163265306123,2846,95,1,0.12,3.0,0,2.0,1,0.5,0.14,0.51,0
34,205,0.16585365853658537,1229,76,0,0.4,10.2,1,7.4,0,0.31,0.1,0.91,0
191,4416,0.043251811594202896,145,149,1,5.86,8.0,0,23.9,0,0.75,0.54,0.18,1
8886,28364,0.31328444507121705,352,52,1,14.21,17.0,0,23.9,1,0.92,0.68,0.12,1
220,4729,0.046521463311482346,100,108,1,7.36,2.0,0,23.0,1,0.8,0.83,0.24,1
71,2646,0.026832955404383976,114,135,1,9.99,9.0,0,25.1,1,0.9,0.62,0.2,1
270,1352,0.1997041420118343,242,87,0,1.28,9.0,1,6.5,1,0.49,0.01,0.54,0
31,4,7.75,3843,40,1,0.18,9.299999999999999,0,1.8,1,0.3,0.22,0.63,0
226,288,0.7847222222222222,2764,79,1,0.98,8.0,0,7.8,0,0.73,0.23,0.95,0
6,197,0.030456852791878174,2706,53,1,2.06,1.7999999999999998,0,4.8,1,0.6,0.07,0.66,0
280,39,7.17948717948718,721,15,1,0.98,5.0,0,4.1,0,0.56,0.22,0.65,0
13,347,0.037463976945244955,255,106,0,2.3,3.9,0,7.2,1,0.4,0.16,0.72,0
59,1640,0.03597560975609756,2119,70,1,0.55,9.0,0,0.7,1,0.54,0.1,0.55,0
33493,86773,0.38598411948417133,475,78,1,4.75,174.0,5,17.0,0,0.89,0.48,0.2,1
134,64,2.09375,465,3,1,0.04,3.0,0,6.1,0,0.76,0.09,0.69,0
63626,94290,0.6747905398239474,429,96,1,14.59,316.0,10,17.3,1,0.7,0.5,0.15,1
4666,277,16.84476534296029,6,141,1,2.91,12.0,0,3.5,0,0.36,0.67,0.29,1
5686,117,48.598290598290596,2306,92,1,0.49,20.0,2,7.8,0,0.88,0.21,0.76,0
16,267,0.0599250936329588,2137,80,1,0.79,4.8,0,0.2,1,0.4,0.03,0.62,0
71,5852,0.012132604237867396,97,18,1,41.75,2.0,0,24.5,1,0.89,0.67,0.05,1
10,8,1.25,3910,45,1,1.2,3.0,0,6.8,0,0.75,0.08,0.53,0
85,369,0.23035230352303523,2249,61,1,1.3,16.0,1,8.0,0,0.51,0.06,0.66,0
411,390,1.0538461538461539,3596,84,1,0.03,4.0,0,4.9,1,0.48,0.16,0.71,0
519,20,25.95,3428,89,1,0.43,11.0,0,7.4,1,0.61,0.05,0.73,0
459,3719,0.12342027426727616,148,131,1,18.3,4.0,0,24.6,0,0.92,0.66,0.1,1
89,7346,0.012115436972502043,81,6,0,42.61,2.0,0,18.9,0,0.9,0.8,0.16,1
